keV,Region_31__Back-Back,SNIP,PIXE_Fit__GeoPIXE_
    -0.005249619483947754,       0.000000,       0.000000,       0.000000
     0.003370642662048340,       0.000000,       0.000000,       0.000000
      0.01199102401733398,       0.000000,       0.000000,       0.000000
      0.02061128616333008,       0.000000,       0.000000,       0.000000
      0.02923154830932617,       0.000000,       0.000000,       0.000000
      0.03785192966461182,       0.000000,       0.000000,       0.000000
      0.04647219181060791,       0.000000,       0.000000,       0.000000
      0.05509245395660400,       0.000000,       0.000000,       0.000000
      0.06371271610260010,       0.000000,       0.000000,       0.000000
      0.07233309745788574,       0.000000,       0.000000,       0.000000
      0.08095335960388184,       0.000000,       0.000000,       0.000000
      0.08957362174987793,       0.000000,       0.000000,       0.000000
      0.09819400310516357,       0.000000,       0.000000,       0.000000
       0.1068142652511597,       0.000000,       0.000000,       0.000000
       0.1154345273971558,       0.000000,       0.000000,       0.000000
       0.1240549087524414,       0.000000,       0.000000,       0.000000
       0.1326751708984375,       0.000000,       0.000000,       0.000000
       0.1412954330444336,       0.000000,       0.000000,       0.000000
       0.1499158143997192,       0.000000,       0.000000,       0.000000
       0.1585360765457153,       0.000000,       0.000000,       0.000000
       0.1671563386917114,       0.000000,       0.000000,       0.000000
       0.1757767200469971,       0.000000,       0.000000,       0.000000
       0.1843969821929932,       0.000000,       0.000000,       0.000000
       0.1930172443389893,       0.000000,       0.000000,       0.000000
       0.2016376256942749,       0.000000,       0.000000,       0.000000
       0.2102578878402710,       0.000000,       0.000000,       0.000000
       0.2188781499862671,       0.000000,       0.000000,       0.000000
       0.2274985313415527,       0.000000,       0.000000,       0.000000
       0.2361187934875488,       0.000000,       0.000000,       0.000000
       0.2447390556335449,       0.000000,       0.000000,       0.000000
       0.2533594369888306,       0.000000,       0.000000,       0.000000
       0.2619796991348267,       0.000000,       0.000000,       0.000000
       0.2705999612808228,       0.000000,       0.000000,       0.000000
       0.2792202234268188,       0.000000,       0.000000,       0.000000
       0.2878406047821045,       0.000000,       0.000000,       0.000000
       0.2964608669281006,       0.000000,       0.000000,       0.000000
       0.3050811290740967,       0.000000,       0.000000,       0.000000
       0.3137015104293823,       0.000000,       0.000000,       0.000000
       0.3223217725753784,       0.000000,       0.000000,       0.000000
       0.3309420347213745,       0.000000,       0.000000,       0.000000
       0.3395624160766602,       0.000000,       0.000000,       0.000000
       0.3481826782226562,       0.000000,       0.000000,       0.000000
       0.3568029403686523,       0.000000,       0.000000,       0.000000
       0.3654233217239380,       0.000000,       0.000000,       0.000000
       0.3740435838699341,       0.000000,       0.000000,       0.000000
       0.3826638460159302,       0.000000,       0.000000,       0.000000
       0.3912842273712158,       0.000000,       0.000000,       0.000000
       0.3999044895172119,       0.000000,       0.000000,       0.000000
       0.4085247516632080,       0.000000,       0.000000,       0.000000
       0.4171451330184937,       0.000000,       0.000000,       0.000000
       0.4257653951644897,       0.000000,       0.000000,       0.000000
       0.4343856573104858,       0.000000,       0.000000,       0.000000
       0.4430060386657715,       0.000000,       0.000000,       0.000000
       0.4516263008117676,       0.000000,       0.000000,       0.000000
       0.4602465629577637,       0.000000,       0.000000,       0.000000
       0.4688669443130493,       0.000000,       0.000000,       0.000000
       0.4774872064590454,       0.000000,       0.000000,       0.000000
       0.4861074686050415,       0.000000,       0.000000,       0.000000
       0.4947278499603271,       0.000000,       0.000000,       0.000000
       0.5033481121063232,       0.000000,       0.000000,       0.000000
       0.5119683742523193,       0.000000,       0.000000,       0.000000
       0.5205886363983154,       0.000000,       0.000000,       0.000000
       0.5292090177536011,       0.000000,       0.000000,       0.000000
       0.5378292798995972,       0.000000,       0.000000,       0.000000
       0.5464495420455933,       0.000000,       0.000000,       0.000000
       0.5550699234008789,       0.000000,       0.000000,       0.000000
       0.5636901855468750,       0.000000,       0.000000,       0.000000
       0.5723104476928711,       0.000000,       0.000000,       0.000000
       0.5809308290481567,       0.000000,       0.000000,       0.000000
       0.5895510911941528,       0.000000,       0.000000,       0.000000
       0.5981713533401489,       0.000000,       0.000000,       0.000000
       0.6067917346954346,       0.000000,       0.000000,       0.000000
       0.6154119968414307,       0.000000,       0.000000,       0.000000
       0.6240322589874268,       0.000000,       0.000000,       0.000000
       0.6326526403427124,       0.000000,       0.000000,       0.000000
       0.6412729024887085,       0.000000,       0.000000,       0.000000
       0.6498931646347046,       0.000000,       0.000000,       0.000000
       0.6585135459899902,       0.000000,       0.000000,       0.000000
       0.6671338081359863,       0.000000,       0.000000,       0.000000
       0.6757540702819824,       0.000000,       0.000000,       0.000000
       0.6843744516372681,       0.000000,       0.000000,       0.000000
       0.6929947137832642,       0.000000,       0.000000,       0.000000
       0.7016149759292603,       0.000000,       0.000000,       0.000000
       0.7102353572845459,       0.000000,       0.000000,       0.000000
       0.7188556194305420,       0.000000,       0.000000,       0.000000
       0.7274758815765381,       0.000000,       0.000000,       0.000000
       0.7360961437225342,       0.000000,       0.000000,       0.000000
       0.7447165250778198,       0.000000,       0.000000,       0.000000
       0.7533367872238159,       0.000000,       0.000000,       0.000000
       0.7619570493698120,       0.000000,       0.000000,       0.000000
       0.7705774307250977,       0.000000,       0.000000,       0.000000
       0.7791976928710938,       0.000000,       0.000000,       0.000000
       0.7878179550170898,       0.000000,       0.000000,       0.000000
       0.7964383363723755,       0.000000,       0.000000,       0.000000
       0.8050585985183716,       0.000000,       0.000000,       0.000000
       0.8136788606643677,       0.000000,       0.000000,       0.000000
       0.8222992420196533,       0.000000,       0.000000,       0.000000
       0.8309195041656494,       0.000000,       0.000000,       0.000000
       0.8395397663116455,       0.000000,       0.000000,       0.000000
       0.8481600284576416,       0.000000,       0.000000,       0.000000
       0.8567802906036377,       0.000000,       0.000000,       0.000000
       0.8654007911682129,       1.000000,       0.000000,       0.000000
       0.8740210533142090,       0.000000,       0.000000,       0.000000
       0.8826413154602051,       0.000000,       0.000000,       0.000000
       0.8912615776062012,       1.000000,       0.000000,       0.000000
       0.8998818397521973,       1.000000,       0.000000,       0.000000
       0.9085021018981934,       3.000000,       0.000000,       0.000000
       0.9171226024627686,       0.000000,       0.000000,       0.000000
       0.9257428646087646,       1.000000,       0.000000,       0.000000
       0.9343631267547607,       4.000000,       0.000000,       0.000000
       0.9429833889007568,       4.000000,       0.000000,       0.000000
       0.9516036510467529,       5.000000,       0.000000,       0.000000
       0.9602239131927490,       4.000000,       0.000000,       0.000000
       0.9688444137573242,       2.000000,       0.000000,       0.000000
       0.9774646759033203,       9.000000,       0.000000,       0.000000
       0.9860849380493164,       6.000000,       0.000000,       0.000000
       0.9947052001953125,       14.00000,       0.000000,       0.000000
        1.003325462341309,       9.000000,       0.000000,       0.000000
        1.011945724487305,       9.000000,       0.000000,       0.000000
        1.020566225051880,       15.00000,       0.000000,       0.000000
        1.029186487197876,       29.00000,       0.000000,       0.000000
        1.037806749343872,       33.00000,       0.000000,       0.000000
        1.046427011489868,       28.00000,       0.000000,       0.000000
        1.055047273635864,       32.00000,       0.000000,       0.000000
        1.063667535781860,       39.00000,       0.000000,       0.000000
        1.072287797927856,       38.00000,       0.000000,       0.000000
        1.080908298492432,       49.00000,       0.000000,       0.000000
        1.089528560638428,       53.00000,       0.000000,       0.000000
        1.098148822784424,       63.00000,       0.000000,       0.000000
        1.106769084930420,       64.00000,       0.000000,       0.000000
        1.115389347076416,       87.00000,       0.000000,       0.000000
        1.124009609222412,       85.00000,       0.000000,       0.000000
        1.132630109786987,       68.00000,       0.000000,       0.000000
        1.141250371932983,       96.00000,       0.000000,       0.000000
        1.149870634078979,       101.0000,       0.000000,       0.000000
        1.158490896224976,       95.00000,       0.000000,       0.000000
        1.167111158370972,       103.0000,       0.000000,       0.000000
        1.175731420516968,       106.0000,       0.000000,       0.000000
        1.184351921081543,       97.00000,       0.000000,       0.000000
        1.192972183227539,       153.0000,       0.000000,       0.000000
        1.201592445373535,       138.0000,       0.000000,       0.000000
        1.210212707519531,       138.0000,       0.000000,       0.000000
        1.218832969665527,       136.0000,       0.000000,       0.000000
        1.227453231811523,       161.0000,       0.000000,       0.000000
        1.236073732376099,       157.0000,       0.000000,       0.000000
        1.244693994522095,       129.0000,       0.000000,       0.000000
        1.253314256668091,       186.0000,       0.000000,       0.000000
        1.261934518814087,       176.0000,       0.000000,       0.000000
        1.270554780960083,       188.0000,       0.000000,       0.000000
        1.279175043106079,       167.0000,       0.000000,       0.000000
        1.287795305252075,       184.0000,       162.4706,       162.4706
        1.296415805816650,       176.0000,       162.4706,       163.7710
        1.305036067962646,       180.0000,       162.4706,       163.9228
        1.313656330108643,       168.0000,       162.4706,       164.0863
        1.322276592254639,       169.0000,       162.2445,       164.0351
        1.330896854400635,       164.0000,       161.7178,       163.6944
        1.339517116546631,       163.0000,       161.7146,       163.8880
        1.348137617111206,       178.0000,       161.2590,       163.6395
        1.356757879257202,       154.0000,       161.1911,       163.7880
        1.365378141403198,       171.0000,       160.6626,       163.4846
        1.373998403549194,       181.0000,       159.8782,       162.9330
        1.382618665695190,       157.0000,       159.7244,       163.0187
        1.391238927841187,       172.0000,       159.1779,       162.7172
        1.399859428405762,       181.0000,       158.9124,       162.7010
        1.408479690551758,       165.0000,       158.4691,       162.5103
        1.417099952697754,       148.0000,       157.5180,       161.8137
        1.425720214843750,       167.0000,       157.3574,       161.9085
        1.434340476989746,       184.0000,       157.1269,       161.9336
        1.442960739135742,       169.0000,       156.5525,       161.6138
        1.451581239700317,       146.0000,       156.2280,       161.5425
        1.460201501846313,       166.0000,       154.4000,       159.9657
        1.468821763992310,       172.0000,       153.9315,       159.7463
        1.477442026138306,       144.0000,       152.6000,       158.6620
        1.486062288284302,       144.0000,       148.6186,       154.9260
        1.494682550430298,       137.0000,       148.3058,       154.8578
        1.503302812576294,       132.0000,       148.2000,       154.9965
        1.511923313140869,       150.0000,       146.8932,       153.9355
        1.520543575286865,       157.0000,       146.7044,       153.9951
        1.529163837432861,       165.0000,       146.6612,       154.2050
        1.537784099578857,       142.0000,       146.6137,       154.4173
        1.546404361724854,       159.0000,       146.5160,       154.5883
        1.555024623870850,       148.0000,       146.3122,       154.6646
        1.563645124435425,       174.0000,       146.2185,       154.8649
        1.572265386581421,       134.0000,       145.8000,       154.7572
        1.580885648727417,       160.0000,       145.1209,       154.4084
        1.589505910873413,       170.0000,       144.3378,       153.9778
        1.598126173019409,       139.0000,       144.0000,       154.0179
        1.606746435165405,       167.0000,       142.4521,       152.8762
        1.615366935729980,       154.0000,       141.9569,       152.8187
        1.623987197875977,       157.0000,       141.4084,       152.7424
        1.632607460021973,       163.0000,       141.4073,       153.2516
        1.641227722167969,       122.0000,       141.4000,       153.7957
        1.649847984313965,       154.0000,       139.6040,       152.5957
        1.658468246459961,       177.0000,       138.9697,       152.6054
        1.667088747024536,       125.0000,       138.9380,       153.2692
        1.675709009170532,       144.0000,       138.0834,       153.1650
        1.684329271316528,       127.0000,       137.9805,       153.8710
        1.692949533462524,       169.0000,       137.4198,       154.1812
        1.701569795608521,       154.0000,       136.7110,       154.4083
        1.710190057754517,       146.0000,       136.3642,       155.0656
        1.718810319900513,       137.0000,       136.2776,       156.0540
        1.727430820465088,       155.0000,       136.2659,       157.1903
        1.736051082611084,       191.0000,       135.7359,       157.8828
        1.744671344757080,       155.0000,       135.2733,       158.7179
        1.753291606903076,       164.0000,       134.6094,       159.4267
        1.761911869049072,       178.0000,       134.4662,       160.7296
        1.770532131195068,       151.0000,       134.4310,       162.2109
        1.779152631759644,       159.0000,       134.3115,       163.6742
        1.787772893905640,       165.0000,       133.4762,       164.4817
        1.796393156051636,       167.0000,       133.1142,       165.8147
        1.805013418197632,       195.0000,       133.0362,       167.4742
        1.813633680343628,       187.0000,       132.9898,       169.1961
        1.822253942489624,       170.0000,       132.8379,       170.8299
        1.830874443054199,       180.0000,       132.1651,       171.9450
        1.839494705200195,       185.0000,       132.1418,       173.6949
        1.848114967346191,       154.0000,       131.7366,       175.0302
        1.856735229492188,       149.0000,       131.6729,       176.6548
        1.865355491638184,       172.0000,       130.5763,       177.1745
        1.873975753784180,       167.0000,       130.5087,       178.6306
        1.882596254348755,       191.0000,       128.9139,       178.4471
        1.891216516494751,       203.0000,       128.8472,       179.6593
        1.899836778640747,       183.0000,       128.1131,       180.0533
        1.908457040786743,       176.0000,       127.8896,       180.7898
        1.917077302932739,       188.0000,       127.1260,       180.8033
        1.925697565078735,       210.0000,       126.1677,       180.4262
        1.934317827224731,       197.0000,       125.8090,       180.4432
        1.942938327789307,       176.0000,       125.0227,       179.8201
        1.951558589935303,       145.0000,       124.9384,       179.6829
        1.960178852081299,       179.0000,       124.8447,       179.3121
        1.968799114227295,       167.0000,       124.7931,       178.7572
        1.977419376373291,       179.0000,       124.1323,       177.3724
        1.986039638519287,       168.0000,       123.9742,       176.2784
        1.994660139083862,       160.0000,       123.6615,       174.8300
        2.003280401229858,       152.0000,       123.6368,       173.4849
        2.011900663375854,       169.0000,       122.6645,       171.0253
        2.020520925521851,       166.0000,       122.4757,       169.2024
        2.029141187667847,       169.0000,       121.9887,       166.9561
        2.037761449813843,       166.0000,       121.9586,       165.0647
        2.046381950378418,       168.0000,       121.9290,       163.0956
        2.055002212524414,       173.0000,       121.0973,       160.2703
        2.063622474670410,       135.0000,       120.1639,       157.3129
        2.072242736816406,       135.0000,       120.0537,       155.1715
        2.080862998962402,       147.0000,       119.6945,       152.7956
        2.089483261108398,       149.0000,       119.6146,       150.7338
        2.098103761672974,       163.0000,       119.5882,       148.7786
        2.106724023818970,       116.0000,       119.2019,       146.5327
        2.115344285964966,       158.0000,       119.0282,       144.5825
        2.123964548110962,       178.0000,       118.6923,       142.5643
        2.132584810256958,       129.0000,       118.5440,       140.8365
        2.141205072402954,       146.0000,       118.3453,       139.1672
        2.149825572967529,       140.0000,       118.2245,       137.6883
        2.158445835113525,       144.0000,       117.7227,       135.9419
        2.167066097259521,       163.0000,       117.1662,       134.2534
        2.175686359405518,       152.0000,       116.7407,       132.8056
        2.184306621551514,       140.0000,       116.5858,       131.7331
        2.192926883697510,       137.0000,       116.4837,       130.8119
        2.201547145843506,       111.0000,       116.2158,       129.8160
        2.210167646408081,       151.0000,       115.2753,       128.2301
        2.218787908554077,       122.0000,       114.9380,       127.3211
        2.227408170700073,       139.0000,       114.7837,       126.6592
        2.236028432846069,       139.0000,       114.6023,       126.0249
        2.244648694992065,       139.0000,       114.0082,       125.0229
        2.253268957138062,       107.0000,       113.6024,       124.2451
        2.261889457702637,       132.0000,       112.4450,       122.7429
        2.270509719848633,       123.0000,       112.1745,       122.1464
        2.279129981994629,       120.0000,       111.7143,       121.3713
        2.287750244140625,       109.0000,       111.6949,       121.0404
        2.296370506286621,       118.0000,       111.6582,       120.6897
        2.304990768432617,       112.0000,       111.6250,       120.3347
        2.313611268997192,       124.0000,       110.8571,       119.2333
        2.322231531143188,       108.0000,       110.8210,       118.8485
        2.330851793289185,       132.0000,       110.8000,       118.4611
        2.339472055435181,       117.0000,       110.2785,       117.5542
        2.348092317581177,       126.0000,       110.0000,       116.8701
        2.356712579727173,       102.0000,       109.9995,       116.4440
        2.365333080291748,       123.0000,       109.9446,       115.9438
        2.373953342437744,       109.0000,       109.9446,       115.4803
        2.382573604583740,       105.0000,       109.5714,       114.6270
        2.391193866729736,       100.0000,       109.5714,       114.1326
        2.399814128875732,       111.0000,       109.2857,       113.3412
        2.408434391021729,       115.0000,       109.2857,       112.8275
        2.417054653167725,       101.0000,       109.0348,       112.0588
        2.425675153732300,       105.0000,       108.9093,       111.4156
        2.434295415878296,       123.0000,       108.5714,       110.5649
        2.442915678024292,       117.0000,       108.5714,       110.0622
        2.451535940170288,       98.00000,       108.5714,       109.5753
        2.460156202316284,       111.0000,       108.5714,       109.1103
        2.468776464462280,       105.0000,       107.7143,       107.8164
        2.477396965026855,       116.0000,       107.7143,       107.4149
        2.486017227172852,       97.00000,       107.7143,       107.0558
        2.494637489318848,       90.00000,       107.7143,       106.7466
        2.503257751464844,       73.00000,       107.7143,       106.4948
        2.511878013610840,       114.0000,       107.7143,       106.3081
        2.520498275756836,       99.00000,       107.0699,       105.5496
        2.529118776321411,       109.0000,       107.0355,       105.4814
        2.537739038467407,       122.0000,       106.8172,       105.3162
        2.546359300613403,       120.0000,       106.5894,       105.2352
        2.554979562759399,       99.00000,       106.5894,       105.4812
        2.563599824905396,       112.0000,       106.4901,       105.7320
        2.572220087051392,       99.00000,       106.4901,       106.1900
        2.580840587615967,       118.0000,       106.4901,       106.7583
        2.589460849761963,       84.00000,       106.4901,       107.4379
        2.598081111907959,       110.0000,       106.4901,       108.2282
        2.606701374053955,       122.0000,       106.4901,       109.1270
        2.615321636199951,       116.0000,       106.1027,       109.7430
        2.623941898345947,       113.0000,       106.1027,       110.8453
        2.632562160491943,       110.0000,       106.1027,       112.0391
        2.641182661056519,       95.00000,       106.1027,       113.3152
        2.649802923202515,       117.0000,       106.1027,       114.6631
        2.658423185348511,       117.0000,       106.1027,       116.0706
        2.667043447494507,       119.0000,       106.3623,       117.7842
        2.675663709640503,       142.0000,       106.4901,       119.3984
        2.684283971786499,       120.0000,       106.5894,       121.0017
        2.692904472351074,       117.0000,       106.5894,       122.5081
        2.701524734497070,       130.0000,       106.5894,       124.0018
        2.710144996643066,       142.0000,       106.5894,       125.4677
        2.718765258789062,       114.0000,       106.5894,       126.8918
        2.727385520935059,       117.0000,       106.5894,       128.2606
        2.736005783081055,       124.0000,       106.5894,       129.5621
        2.744626283645630,       136.0000,       106.5894,       130.7854
        2.753246545791626,       128.0000,       106.5894,       131.9218
        2.761866807937622,       137.0000,       106.7685,       133.1430
        2.770487070083618,       144.0000,       107.0699,       134.3870
        2.779107332229614,       144.0000,       107.0699,       135.2226
        2.787727594375610,       117.0000,       107.0699,       135.9480
        2.796348094940186,       128.0000,       107.0699,       136.5635
        2.804968357086182,       123.0000,       107.0699,       137.0714
        2.813588619232178,       140.0000,       107.0699,       137.4759
        2.822208881378174,       140.0000,       106.7685,       137.4817
        2.830829143524170,       117.0000,       106.7685,       137.6991
        2.839449405670166,       155.0000,       106.7685,       137.8359
        2.848069667816162,       169.0000,       106.7685,       137.9026
        2.856689929962158,       128.0000,       107.2280,       138.3701
        2.865310192108154,       145.0000,       107.5202,       138.6241
        2.873930454254150,       142.0000,       107.7117,       138.7446
        2.882551193237305,       141.0000,       107.7117,       138.6547
        2.891171455383301,       150.0000,       107.7117,       138.5605
        2.899791717529297,       151.0000,       107.7117,       138.4770
        2.908411979675293,       123.0000,       107.5813,       138.2896
        2.917032241821289,       141.0000,       107.5813,       138.2749
        2.925652503967285,       150.0000,       107.5813,       138.3194
        2.934272766113281,       171.0000,       107.5813,       138.4401
        2.942893028259277,       140.0000,       107.5813,       138.6549
        2.951513290405273,       167.0000,       107.5813,       138.9825
        2.960133552551270,       161.0000,       107.7117,       139.5726
        2.968753814697266,       145.0000,       108.3825,       140.8555
        2.977374076843262,       146.0000,       108.3825,       141.6413
        2.985994815826416,       149.0000,       108.3825,       142.6228
        2.994615077972412,       159.0000,       108.3825,       143.8231
        3.003235340118408,       137.0000,       108.3825,       145.2661
        3.011855602264404,       145.0000,       108.3825,       146.9762
        3.020475864410400,       162.0000,       108.3825,       148.9785
        3.029096126556396,       159.0000,       108.3825,       151.2980
        3.037716388702393,       161.0000,       108.3825,       153.9596
        3.046336650848389,       143.0000,       108.3825,       156.9875
        3.054956912994385,       138.0000,       108.9733,       160.9955
        3.063577175140381,       185.0000,       109.2317,       165.0815
        3.072197437286377,       182.0000,       109.2317,       169.3383
        3.080817699432373,       149.0000,       109.2317,       174.0400
        3.089437961578369,       155.0000,       109.2317,       179.1985
        3.098058700561523,       183.0000,       109.2317,       184.8213
        3.106678962707520,       185.0000,       109.2317,       190.9106
        3.115299224853516,       160.0000,       109.2317,       197.4632
        3.123919486999512,       205.0000,       109.2317,       204.4697
        3.132539749145508,       176.0000,       109.2317,       211.9143
        3.141160011291504,       182.0000,       109.2317,       219.7749
        3.149780273437500,       174.0000,       109.5927,       228.3836
        3.158400535583496,       191.0000,       109.8694,       237.2606
